F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
829.96,-7059.72,-364.76,24991.96,539.97,-10.9,1366.48,2.87,-45.3,-82.54,8,797.43,-518.04,-12.9,7.14,46.41,12.85,-24666.06,-503.42,Low,-310.86,249.72,2.74,-172.41,-20991.06,-144.78,Rest,-125.72,11714.2,6,-39.62,-486.11,-60.45,-1373.97,-7.2,4165.54,153.15
1167.9,-16069.08,-431.48,17937.76,896.19,-0.45,663.02,8.75,95.12,-39.11,3,1353.25,-543.6,-9.93,2.28,12.72,14.58,-8831.19,-146.84,Medium,-262.56,321.18,1.7,-43.74,-35455.44,-105.88,Rest,-63.99,6717.34,10,-23.6,-452.84,-64.77,-1679.16,14.3,4437,706.24
487.46,-11470.29,-133.19,20574.12,901.11,-13.1,2761.04,9.99,-123.18,0.52,7,731.69,-493.74,-17.94,14.67,21.72,16.6,-34010.73,-883.82,Very high,-273.7,305.76,2.1,-132.87,-41461.83,-122.82,USA,-103.32,5731.42,6,22.33,-460.1,-45.69,-2369.49,1.82,3583.64,936.09
809.3,3934.77,-131.12,40150.18,656.07,-12.88,2403.9,5.15,20.6,-120.08,3,1457.69,-652.59,-7.56,9.18,7.89,17.3,-24845.43,-328.43,Very high,-287.8,221.64,0.06,-60,-45944.34,-93.45,Europe,-104.49,1991.5,4,-12.25,-1460.84,-64.05,-2403.12,-0.6,3535.98,2658.13
575.86,-18411.93,-475.32,25039,525.63,-20.85,1787.46,9.58,115.5,-64.63,3,1309.97,-364.08,-12.12,7.17,41.22,10.79,-16943.19,-81.57,High,-258.92,254.26,3.6,-115.35,-32322.3,-80.82,USA,-128.67,954.34,10,26.91,-329.33,-57.75,-1427.79,0.58,3434.98,1539.93
740.78,-12390.3,29.23,20009.84,595.11,-17.56,2161.1,9.09,-26.88,-60,3,667.53,-569.22,-6,17.85,37.62,11.63,-34357.26,-400.7,Medium,-348.58,298.18,1.74,-271.32,-37990.02,-159.28,UK,-107.06,-2956.8,4,1.81,-424.03,-58.08,-2885.85,18,3777.38,3154.46
87.18,-15512.4,162.31,18795.46,719.64,-12.5,1289.54,1.98,-70.4,-33.32,4,1216.22,-623.58,-4.68,16.17,38.97,12.91,-26464.32,-843.1,Very high,-242.44,218.88,8.86,-176.37,-33384.66,-85.32,USA,-102.12,-1283.9,14,-31.47,-350.52,-61.5,-1040.67,8.08,3600.98,861.11
1814.46,-9993.42,-328.5,28483.82,725.94,-11.1,2785.36,10.53,-30.76,-93.23,4,1365.79,-352.74,-33.06,4.05,62.73,12.3,-19817.58,-828.18,Very high,-240.54,122.46,0,-201.75,-36830.37,-148.89,UK,-126.28,7865.66,8,21.28,-931.27,-59.04,-1433.04,-4.96,3995.34,-132.5
-548.5,-5406.18,-347.66,30538.34,502.17,-16.59,1871.98,8.79,11.94,-76.62,3,1175.61,-573.45,-35.64,1.5,44.85,13.24,-23033.82,-973.69,Very high,-482.02,278.18,132.56,-229.53,-33863.31,-142.01,Rest,-124.15,6954.72,12,-3.97,-377.87,-42.54,-2798.91,-2.36,4052.66,194.12
478.04,-13159.08,299.39,21598.92,551.91,-14.88,1879.24,7.64,-28.72,-58.14,5,792.82,-497.97,-10.32,20.85,48.78,9.64,-28843.23,0.89,Medium,-295.54,231.78,15.92,-8.04,-32306.82,-117.98,USA,-112.55,6857.78,6,-1.61,-810.91,-43.8,-2013.27,4.9,4194.64,759.46
2158.88,-5128.59,-229.45,22421.7,791.28,-20.71,1406.74,6.28,30.76,-141.93,3,1184.75,-299.16,-15.93,3.48,47.28,-1.48,-26286.57,-403.91,Very high,-296.16,245.64,9.72,-107.94,-20567.7,-124.62,Rest,-71.93,4594.28,12,-15.88,-264.24,-66.36,-50.7,14.56,3133.32,395.44
1590.5,6797.76,-375.85,24568.84,397.32,-15.85,2600.02,12.64,120.9,-95.89,6,705.43,-447.75,-24.45,17.31,49.92,14.9,-30141.42,-709.93,Very high,-256.54,233.4,5.36,-99.66,-25366.29,-95.71,USA,-69.97,21169.28,16,-31.12,-414.73,-45.24,-668.22,0.88,3377.1,-353.98
305.46,-10706.52,355.3,22863.32,564.99,-12.68,842.24,20.61,8.8,-35.54,2,1511.21,-441.15,-25.05,8.61,42.18,27.48,-24053.07,-341.67,Low,-217.26,262.44,0.18,-166.23,-31799.94,-86.08,Rest,-108.78,14698.62,12,68.64,125.22,-68.61,-169.23,11.88,3136.92,-259.42
1085.54,-22353.96,-885.8,34717.2,769.38,-10.41,2510.44,19.91,-74.12,-55.48,2,1308.06,-616.17,-6.03,20.58,44.28,11.92,-12755.73,-322.2,Very high,-297.58,237.16,9166.74,-22.05,-14000.25,-94.85,Rest,-161.45,7495.38,10,-85.66,-130.32,-23.85,-2081.97,13.7,5117.02,2471.79
412.64,-9372.78,-272.19,27832.3,524.76,-16.54,1236.14,8.69,24.08,-97.23,7,998.74,-441.12,-10.29,10.32,39.18,13.16,-4656.93,-773.96,Very high,-190.1,212.9,0.1,-132.45,-15395.1,-148.12,Europe,-82.72,13793.16,6,-16.86,-429.74,-48.33,-1628.31,3.68,4429.98,226.84
1224.02,-18822.78,-402.26,26476.08,503.82,-17.94,1062.46,11.71,-4.82,-77.81,7,1180.76,-567.84,-9.42,18.51,49.02,14.11,-23544.69,-150.83,High,-314.9,221.08,1.28,-4.53,-17767.14,-156.44,Europe,-176.5,12170.9,10,-46.55,-645.02,-27.54,446.01,0.24,3836.82,473.83
1160.86,-10248.39,-171.43,17180.48,348.06,-17.81,2075.28,12.71,6.92,-1.52,5,952.25,-734.7,-4.2,14.4,28.68,12.44,-36383.43,-248.24,Very high,-304.46,116.58,19.32,-326.97,-18532.2,-145.93,Rest,-71.99,5550.12,6,-13.18,203.21,-36.57,-1939.92,1.68,4283.02,1132.56
2051.8,611.73,-892.6,23348.74,646.98,-11.84,1008.68,11.09,0.22,-74.86,3,1218.45,-414.66,-9.99,6.6,43.05,0.37,-24948.48,-659.6,Very low,-454.14,270.84,0.04,-295.89,-26062.05,-134.69,UK,-68.62,9874.16,8,-75.91,-619.94,-49.95,283.14,12.22,3544.44,852.47
1259.64,-8696.4,-252.27,24132.46,551.76,-13,1157.8,7.37,-46.9,-70.49,4,1557.79,-469.26,-25.41,3.66,44.7,14.6,-39135.6,169.06,High,-233.92,189.7,38.82,-145.62,-38399.31,-87.31,Rest,-110.6,6763.08,6,7.09,-504.84,-44.43,-748.14,7.56,3236.9,699.69
908.36,-5726.58,37.57,29757.68,535.74,-17.18,2792.08,11.86,-75.22,-14.5,5,508.66,-294.06,-10.29,5.4,42.03,16.95,-27607.32,190.02,Low,-265.38,144.66,4.84,-290.58,-16701.54,-147,Rest,-97.35,-758.72,4,-40.23,-522.38,-32.46,-1486.32,4.44,4190.76,273.91
656.78,-12033.93,-118.22,33003.66,465.87,-13.07,335.46,9.97,-24.72,-56.16,5,1273.23,-563.01,-21.75,11.88,48.63,14.82,-17449.8,-616.39,High,-374.98,277.46,6.8,-140.64,-27418.95,-100.24,Rest,-85.87,16022.92,4,35.54,28.91,-58.17,-933.06,14.2,3267.2,346.86
728.92,-27658.89,-57.23,21418.6,521.79,-13.6,1406.54,10.09,1,-61,3,608.53,-351.21,-19.26,11.7,51.42,12.94,-25927.77,-396,Very high,-288.96,159.56,0.3,-134.1,-36944.1,-101.23,USA,-151.58,3187.38,2,-53.25,-349.57,-44.22,-770.16,5.28,3658.32,1279.99
-218.5,-6937.92,-184.29,27238.96,632.88,-7.21,1454.24,9.39,-142.32,-122.69,0,1210.72,-569.1,-8.1,37.59,44.88,14.41,-32137.35,-130.14,Medium,-372.92,255.88,0.08,-144.48,-23959.29,-64.36,USA,-138.62,7341.22,6,-24.88,-1149,-63.09,-2321.55,15.52,4777,897.97
509.06,-8755.95,-433.96,31055.26,745.95,-14.87,1772.52,7.34,-9.48,-83,3,990.79,-514.53,-8.01,6.06,46.23,12.01,-12362.88,-662.23,Very low,-371.78,190.14,93.9,-121.32,-39607.44,-100.41,Europe,-117.95,18769.38,10,-39.02,-760.2,-68.88,-1667.7,-3.7,3578.56,2356.65
149.32,-19648.8,-205.66,30619.86,586.41,-10.48,2093.86,10.23,-43.16,-28.49,3,830.5,-353.46,-32.07,14.16,34.32,15.73,-20142.21,-317.62,Very low,-322.26,222.42,2.28,-157.32,-40229.07,-144.27,Europe,-155.1,11143.56,8,-28.46,-533.31,-56.85,-667.98,-6.82,3078.36,-1221.68
1777.7,-7970.43,118.04,13685.24,604.8,-14.16,1614.32,5.12,12.64,-20.19,2,1392.78,-580.74,-19.17,14.01,40.05,22.31,-25912.17,-697.37,Very low,-258.98,279.36,103.6,-108.27,-13307.34,-76.81,Rest,-119.93,18600.46,8,-3.46,-605.94,-54.84,-940.86,6.06,2724.34,-42.05
417.48,7008.51,-76.05,26219.08,528.09,-18.14,1404.26,12.48,-135.4,-38.14,6,1268.12,-931.74,-18.84,2.91,35.55,14.98,-32484.99,-230.61,High,-325.6,223,6.62,-56.97,-28533.36,-136.04,USA,-126.75,6465.6,10,-1.8,-592.51,-77.4,-2606.28,1.04,4003.18,254.01
1734.96,-18770.28,-380.89,24138.22,627.06,-12.71,660.48,7.87,18.62,-38.96,2,1469.6,-413.73,-23.13,6.57,45.33,23.06,-34948.08,-308.35,High,-385.68,181.42,5.14,-88.56,-32532.09,-85.5,UK,-98.1,2200.7,4,-33.74,101.63,-53.88,-1646.19,4.24,4013.96,3026.34
794.78,-5676.78,-939.21,27825.68,594.06,-15.5,2320.82,6.28,-11.26,-66.43,9,749,-432.63,-17.04,2.64,44.19,11.58,-19482.9,-381,High,-465.12,239.5,17.08,-263.88,-23558.58,-70.56,USA,-126.01,10146.26,10,23.71,-372.13,-80.7,424.26,-5.92,5623,1187.95
1108.42,-13637.28,-68.54,27038.1,1011.36,-19.75,1367.96,17.44,-209.96,-124.94,3,1443.98,-481.62,-6.75,10.05,66.84,15.3,-4140.66,-868.02,High,-392.52,205.9,0.08,-210.27,-28137.42,-15.35,Rest,-101.82,15794.46,10,-14.22,-329.25,-48,-1730.4,3.62,5118.26,212.37
1250.16,-1217.79,-30.92,19021.64,525.03,-14.72,1256.64,8.56,-185.08,-49.58,6,1476.26,-917.31,-19.65,10.89,46.08,20.87,-28754.79,-1042.77,Low,-378.68,292.66,0.1,-228.6,-36505.26,-123.13,Europe,-140.53,4302.14,8,-17.31,-308.32,-49.38,-1495.53,4.36,3824.68,-1343.99
1049.46,-21572.88,-271.78,24937.66,391.68,-17.05,1980.66,13.26,-1.68,-42.44,3,965.33,-484.62,-20.58,15.27,61.14,24.01,-27645.72,-944.94,High,-347.62,222.44,0.08,-277.5,-25577.64,-168.44,USA,-92.1,-4624.82,8,14.71,-1036.97,-69.06,-1558.68,7.82,4670.76,-50.82
196.12,-25411.86,-474.05,29637.34,526.95,-13.41,1046.22,9.19,56.96,-75.52,2,1073.34,-459.78,-10.32,4.05,53.55,6.49,-20291.01,-16.24,Very high,-332.44,215.04,0.28,-78.15,-29732.1,-151.67,USA,-164.28,1501.82,4,18.21,-343.57,-85.92,-1380.42,3.82,3221.66,2198.25
541.76,-23134.29,-536.65,15944.06,741.63,-12.51,1843.56,14.33,-38.3,-82.11,6,1717.92,-490.02,-11.76,8.22,53.58,16.54,-22083.24,157.98,Very high,-296.36,137.84,0,-148.35,-36367.65,-135.84,USA,-66.02,4730.94,6,-68.26,-666.08,-72.45,-1126.29,-1.78,5142.12,1150.58
578.54,-17517.51,-247.71,22740.7,166.68,-3.79,1558.18,10.51,-72.38,-60.58,1,841.58,-537.18,-11.7,22.47,37.65,15.24,-13355.85,152.38,Medium,-389.64,258.28,1.42,-279.27,-30421.92,-127.96,USA,-146.65,14049.54,10,58.98,-4.5,-103.02,-2480.37,4.62,3588.16,994.71
424.84,-10765.56,-26.82,23448.84,578.43,-14.2,1720.06,5.26,-57.18,-75.21,3,994.74,-309.84,-7.38,6.21,51.48,18.68,-13236.75,-644.73,High,-260.52,226.02,1.14,-106.65,-26593.56,-107.04,USA,-113.12,1606.14,10,87.64,-346.83,-52.95,-2327.61,1.72,3979.56,796.14
462.06,-26970.33,-189.66,17412.5,737.85,-21.72,1154.02,9.58,120.22,-30.55,0,899.15,-511.53,-12.42,23.52,29.43,16.64,-35029.68,-78.14,High,-364.44,247.4,0.14,-253.65,-45470.04,-136.26,Europe,-150.75,5584.5,6,-18.9,582.33,-59.64,-1214.7,10,2947.58,2448.25
380.94,12774.15,-485.96,24060.3,920.67,-12.29,1791.94,10.62,-8.18,-46.56,7,980.4,-367.71,-12.21,15.06,50.31,7.16,-34491.15,-593.35,Medium,-408.34,240.12,46.26,7.89,-20693.64,-126.06,Europe,-192.01,11050.6,4,-54.45,-822.75,-33.48,-2976.87,7.86,4239.76,2216.07
514.46,-18059.37,-170.54,19545.82,228.3,-11.19,232.16,10.75,-43.76,-62.54,1,1152.31,-609.78,-8.01,8.4,43.56,22.65,-24335.61,-374.07,Very low,-352.84,220.44,0.84,-134.64,-43121.67,-74.34,Rest,-114.94,17545.66,6,-20.27,-289.62,-53.67,-1797.54,1.66,4854.78,648.65
993.02,96.87,-937.9,22164.46,648.9,-6.14,1666.96,12.31,-194.42,-36.49,1,1139.33,-520.11,-6.42,11.25,30.24,22,-19839.51,-442.15,High,-348,195.8,0.02,-34.59,-22787.1,-108.37,UK,-30.67,5823.92,8,15.58,-445.23,-83.43,-522.66,1.46,1268.46,3424.19
989.06,-13719.84,-220.05,34437.3,571.44,-16.25,1924.36,7.65,-129.3,-17.95,3,1138.9,-384.24,-23.1,14.22,53.49,16.63,-20110.77,-220.71,Medium,-278.44,158.96,18.34,-237.45,-18395.7,-82.85,Europe,-130.23,10241.6,10,-116.65,-1204.6,-78.93,-1243.8,15.52,4051.06,-516.85
1123.22,-11242.44,-417.05,22958.22,388.83,-4.23,1649.6,15.96,31.04,-67.36,7,1247.64,-418.5,-15.12,5.16,13.32,4.43,-26770.38,-639.87,Very high,-358.34,235,1,-116.43,-20072.97,-62.02,USA,-102.3,16764.58,4,9.37,-391.64,-61.32,-1027.38,14.2,2637.88,1109.2
656.34,-16608.75,-351.62,23622.08,604.08,-15.21,898.4,11.67,-22.54,-49.63,4,1839.51,-534.72,-20.22,10.65,34.83,21.23,-9382.77,-374.46,Low,-423.16,291.24,18.12,-232.86,-36965.91,-68.95,Rest,-95.62,6987.26,4,6.79,-345.54,-42.96,-978.3,-4.38,3356.62,606.02
1269,-10642.5,-70.71,27260.64,749.22,-14.93,1369,10.7,54.46,-42.18,4,1139.13,-472.71,-19.05,0.36,37.95,13.62,-27976.29,-886.81,Very low,-376.82,210.04,3.22,-118.41,-34517.16,-121.15,USA,-135.11,5899.4,10,9.73,-1450.67,-60.09,-1865.79,10.24,3787.42,-402.8
190.54,14502.57,148.49,30761.92,461.79,-6.22,1242.12,10.57,-4.66,-63.35,5,1001.65,-539.88,-9.27,8.04,32.28,19.37,-20796.99,-498.15,Low,-293.84,192,13.14,-34.05,-30033.96,-136.16,UK,-129.61,9478.04,4,-94.09,-1048.83,-60.63,-1973.04,-2.16,4453.2,1322.09
716.88,-1040.55,-443.04,26186.82,558.75,-15.75,1282.7,7.13,24.92,-56.27,1,793.06,-245.04,-7.41,25.23,41.22,16.17,-26724.87,-494.79,Medium,-389.26,160.18,0.06,-70.38,-31815.24,-95.79,UK,-93.24,14267.84,8,-23.79,-406.26,-70.14,-1897.02,7.56,5305.36,2179.99
1443.54,-20258.13,-257.04,10366.94,569.4,-16.68,2652.64,15.28,-124.08,-40.54,3,1236.68,-352.74,-9.06,26.37,53.79,10.09,-28852.86,-683.22,High,-340.48,267.68,0.24,-158.67,-25854.21,-150.16,USA,-121.84,3939.24,10,-27.35,360.43,-48.93,-557.76,14.76,2551.76,631.55
570.88,-6194.64,-606.35,25936.72,274.77,-13.32,2490.78,11.57,-90.16,-43.86,7,976.94,-473.19,-10.14,14.19,38.25,14.99,-23430.03,-437.38,High,-284.78,147.08,36.6,-50.4,-21303.33,-115.74,Europe,-103.06,6951.8,12,-35.96,-34.23,-60.78,-1402.77,-3.36,3419.24,1773.93
186.62,-24855.51,-210.52,18648.2,467.73,-12.97,1303.48,11.63,-8.66,14.5,6,946.1,-463.74,-15.96,10.71,62.91,9.81,-27389.16,-662.02,Very low,-273.46,264.28,13.5,-263.61,-3435.54,-171.55,Rest,-79.24,9064.92,8,-7.89,-925.95,-71.61,-1548.39,0.96,3592.82,-124.81
1052.4,273.45,-299.7,27352.2,596.37,-8.74,667.1,9.66,-0.1,-37.98,5,522.83,-462.03,-14.79,12.66,51.36,15.18,-30400.98,-524.89,Very high,-344.1,256.32,3.46,-223.71,-26671.53,-143.15,Europe,-100,12786.12,16,-53.06,-367.58,-47.85,-3341.91,2.56,3663.88,-148.76
1052.9,-25779.66,-79.77,26278.24,512.43,-14.95,1529.5,11.82,-89.58,-71.47,3,1350.26,-653.61,-17.04,36.66,18.39,14.76,-19596.33,147.45,Very low,-357.68,215.62,0.08,-23.79,-27712.47,-128.55,Europe,-82.16,3657.46,2,-1.07,-355.64,-68.49,-2621.13,14.16,3598,-698.81
393.44,467.64,-329.73,25091.86,468.09,-20.59,832.94,12.2,-45.94,-59.23,8,1743.6,-572.34,-4.95,10.05,41.28,14.95,-21854.22,-433.19,High,-366.28,176.68,8.56,-157.89,-20611.65,-94.78,Rest,-96.35,7683.28,12,-83.3,-316.64,-58.74,-733.23,-0.06,4539.5,387.4
1123.04,-9130.89,238.59,28960.12,522.42,-12.9,1680.3,7.7,94.8,-47,3,964.39,-462.54,-13.17,10.95,52.02,19.45,-30832.38,-382.97,Very low,-409.94,255.04,8.32,-64.26,-20714.31,-115.41,Rest,-181.08,8986.46,8,52.15,-600.69,-53.88,-912.72,2.56,4880.4,-44.75
-98.22,-15161.31,-808.56,25280.52,578.58,-8.21,1709.08,12.48,-56.36,-27.81,2,876.42,-366,-12.42,13.98,33.12,15.88,-20656.02,-515.22,Medium,-330.16,219.16,0.24,-16.32,-25463.64,-112.86,Europe,-87.68,2271.2,10,7.21,212.25,-59.31,-1008.69,13.34,3538.72,1618.27
775.52,-21059.07,-147.96,29117.5,489,-19.11,1834.68,9.41,1.18,-9.81,2,587.45,-528.93,-11.37,31.32,53.46,13.12,-11461.68,-850.71,Very low,-142.62,136.22,49.82,-134.4,-28975.29,-128.14,Europe,-217.95,12642.36,6,-44.48,-372.54,-54.84,-2209.41,15.9,2050.54,1344.66
390.4,-11499.63,-83.9,32628.34,677.73,-14.19,1740.24,6.15,-22.24,-58.55,7,817.14,-435.81,-3.06,15.99,38.82,18.66,-26742.48,-164.94,Low,-226.94,191.22,167.8,-101.67,-29785.62,-99.32,Europe,-66.83,3090.1,8,-105.49,-452.14,-76.35,693.18,14.06,4791.24,2051.99
1209.5,-19613.1,-69.45,23059.42,491.46,-16.78,2659.6,10.23,3.2,-112.53,6,686.82,-520.02,-11.1,18.3,50.01,14.73,-32701.56,-650.12,Low,-479.72,250.32,0,-230.49,-42640.11,-101.92,UK,-112.72,14857.1,8,-12.44,-303.04,-65.79,-1686.3,2.12,2437.28,-146.66
1329.08,-8316.72,-399.78,24301.14,568.41,-11.41,1279.28,-0.69,-118.68,-56.55,4,1168.18,-466.86,-14.46,22.92,66.87,19.75,-31536.09,-388.31,High,-534.26,303.5,0.6,-210.12,-42600.78,-96.73,Europe,-135.08,6208.02,4,21.83,-575.27,-62.28,-2314.65,2.1,3021.42,2476.47
216.04,-10001.04,-334.58,25204,685.41,-11.82,2278.9,11.14,53.18,-67.66,4,715.24,-444.6,-11.58,27.21,89.1,16.67,-21190.98,-294.94,High,-279.5,246.5,36.14,-169.29,-25919.49,-105.05,USA,-136.38,-4452.2,8,-91.62,-161.44,-60.75,-1185,11.08,3782.36,1545.52
315.6,-3232.29,-668.38,28642.86,543.78,-16.01,2409.7,11.66,-32.2,-97.73,4,1128.6,-274.5,-17.07,18.75,38.94,14.79,-7644.09,-401.81,Very high,-374.94,353.14,0.14,-263.79,-5368.92,-86.25,Europe,-145.89,10099.32,16,59.07,-48.39,-66.33,-1622.64,7.42,3841.06,-1030.26
1677.24,-13262.97,-326.79,30013.08,397.05,1.51,2007.78,14.83,29.6,-92.8,7,1255.49,-417.42,-14.58,3.75,40.86,14.32,-22085.82,-431.94,Low,-334.52,188,0.08,-37.11,-35592.99,-115.26,Rest,-136.24,10798.14,6,-20.82,167.27,-41.07,-2571.99,-4.28,3370.26,87.73
283.22,-15470.97,-509.2,23764.78,480.48,-13.93,1728.9,10.61,-19.72,-114.63,4,1072.86,-448.5,-13.5,4.83,51.72,14.38,-11922.39,-421.25,Very high,-346.28,158.64,2.5,-237.96,-23815.68,-119.52,USA,-146.42,3409.78,8,-35.32,-194.63,-59.55,-2318.07,7.3,5720.68,1518.33
1011.86,-11141.79,105.73,29588.36,539.64,-15.09,1192.3,9.92,-34.94,-43.83,3,1423.25,-505.05,-8.22,3.99,30.78,13.84,-18651.66,-1074.7,Low,-391.16,166.64,81.82,-40.89,-43549.26,-114.06,UK,-115.69,-242.94,4,-6.64,-302.98,-67.92,-705.75,7.52,2860.04,3409.01
244.16,-11339.25,-43.91,28925.88,686.04,-18.59,1751.4,3.08,67.56,-57.2,4,1243.12,-489.42,-5.55,4.2,50.64,17.25,-35573.67,-867.98,Very high,-301.46,232.28,15.16,-116.88,-26535.48,-135.57,Europe,-92.2,6040.42,6,-2.93,-154.24,-48.27,-1506.78,2.8,3528.42,2646.19
1080.86,-4391.85,-542.52,32989.46,581.31,-14.75,541.06,14.77,98.2,-45.73,3,896.72,-385.68,-9.66,7.02,44.01,7.16,-37530.24,-581.24,High,-373,189.7,29.5,-54.66,-34830.09,-104.34,USA,-9.56,11700.12,8,-15.2,-542.72,-70.8,-2345.28,10.36,3796.7,2290.18
1432.18,-713.64,-70.7,15903,600.57,-11.54,3121.98,9.99,91.64,-111.21,3,1167.22,-388.44,-29.82,7.77,40.02,9.6,-13581.81,-627.11,Very high,-320.4,174.84,4.8,-189.27,-29697.09,-79.04,Europe,-110.66,12655.44,10,5.47,-391.91,-47.52,-396.6,6.1,3827.4,-621.24
422.12,-3375.93,-167.64,25379.86,473.34,-18.52,2413.5,10.67,-96.02,-44.91,3,1417.62,-482.76,-11.82,20.31,41.4,14.97,-40826.19,-277.11,Medium,-278.22,227.36,24.72,-45,-29722.65,-112.28,UK,-111.63,2441.04,14,-29.97,-331.33,-59.07,-1850.16,-0.54,4250.66,721.76
1156.28,-10298.01,109.88,25895.6,311.31,-14.22,1850.88,11.71,5.94,-37.67,3,1255.25,-523.95,-12.42,10.08,47.31,12.56,-20278.2,-176.54,High,-341,229.74,0.5,-57.15,-33449.31,-69.77,UK,-66.67,8229.5,4,23.73,-567.55,-73.38,-2067.45,13.24,3916.84,1957.38
440.94,-23587.41,-1.47,13399.04,613.71,-12.53,1771,7.39,58.08,-61.34,4,1309.82,-482.22,-16.53,9.72,21.45,11.11,-23597.49,-477.59,Low,-505.7,243.24,2.12,-13.77,-28259.04,-152.93,USA,-104.44,4915.1,8,-57.33,-554.75,-73.71,-770.7,-0.48,4092.5,-62.49
560.1,-3432.72,-231.96,13802.74,560.85,-13.61,1811.2,8.78,-12.92,-108.04,6,1184.63,-895.02,-7.5,1.26,42.45,-1.61,-20530.83,-546.26,High,-230.5,271,2.4,-312.06,-14700.3,-120.61,Rest,-157.96,7660.68,8,-45.3,-412.34,-53.7,-3253.56,3.8,3418.88,388.49
1001.42,-13402.65,-563.66,16326.26,577.68,-21.86,1228.68,9.67,-144,-87.09,4,1135.21,-149.88,-12.42,32.43,45.36,15.5,-9186.78,-339.86,Low,-462.38,184.28,0.4,-199.26,-29445.48,-159.69,Europe,8.45,14244.22,10,38.97,-179.97,-65.49,-2622.48,-0.72,3521.46,155.47
1634.84,-6216.6,-124.66,23973.92,519.72,-15.27,1880.84,13.22,47.46,-59.04,4,785.57,-462.3,-5.46,15.36,36.54,16.57,-16921.53,-440.08,Medium,-372.5,169.1,0.72,-275.7,-18193.29,-108.57,UK,-135.98,11396.26,10,-64.44,-773.03,-62.43,-1046.73,14.52,3759.68,358.68
829.86,-9384.21,-534.86,29163.98,728.31,-14.11,1134.36,9.92,-26.42,-22.64,5,1180.94,-474.66,-7.17,14.82,44.01,26.45,-47121.24,-662.26,Very low,-135.28,192.46,0.48,-110.79,-19283.22,-175.6,USA,-105.95,3965.06,4,-30.72,-580.07,-52.2,-974.64,10.46,3143.66,762.45
1166.82,-8838.66,-73.47,23761.32,598.29,-14.08,2053.06,7.4,-14.08,-0.17,1,1186.63,-474.21,-14.76,3.03,48.87,17.28,-18530.82,-812.94,Low,-370.06,270.12,15.94,-239.31,-12674.94,-99.36,Rest,-87.14,6037.22,14,-70.2,-281.31,-61.74,-3032.28,-0.26,3754.32,-47.8
799.58,-21124.11,-49.88,21438.36,401.13,-13.52,1196.14,7.96,-46.22,-76.52,2,872.65,-475.92,-15.48,5.43,31.59,15.79,-12625.95,-520.64,Low,-311.26,240.62,12.32,-47.13,-33729.81,-35.5,UK,-104.25,-1650.98,10,-19.56,-650.52,-66.36,-250.83,-10.7,3468.66,531.51
30.36,-10191.87,-387.52,22222.14,538.02,-16.77,1510.66,13.56,-14,-52.85,3,1344.83,-505.47,-2.55,9.63,10.83,11.81,-31374.12,-568.3,Very low,-382.76,206.2,0.02,-185.7,-33629.61,-120.46,Europe,-188.82,-5724.6,14,-25.35,-630.69,-54.72,-2615.61,-3.46,3617.54,-706.43
702.9,-30581.43,-633.25,32077.28,522.69,-14.78,1974.14,7.63,-41.92,-96.66,4,1097.09,-493.86,-3.81,13.65,50.67,19.28,-6407.13,-550.79,Medium,-66.1,239.54,421.98,-97.2,-36328.38,-132.46,USA,-121.01,19409.34,2,-20.56,1.99,-64.62,-1568.82,8.04,3876.26,3478.89
1248.4,-18174.54,-69.18,23352.06,510.06,-16.33,793.98,7.76,41.5,-92.14,4,723.26,-396.15,-16.5,7.32,43.44,13.68,-31654.83,-636.41,Low,-334.36,261.54,418.44,-25.89,-20995.11,-111.5,UK,-97.81,16176.02,14,-82.54,-1379.74,-59.97,-929.34,7.16,4209.36,22.32
500.74,735.87,-260.42,24025.5,626.1,-12.9,2316.02,9.97,165.92,-71.82,3,1501.56,-624.99,-22.62,9.21,28.95,5.25,-26515.92,-236.87,Very high,-357.3,113.04,5.36,-140.55,-30207.3,-119.39,UK,-141.32,11208.14,10,-49.63,-520.74,-51.75,-2043.27,5.58,3878.76,1244.7
1353.66,-21006.78,-125.64,22203,748.74,-18.88,1724.56,10.85,-30.78,-101.6,4,1280.52,-504.9,-25.2,30.81,37.29,14.7,-30409.83,-459.33,Medium,-200.1,294.48,0.54,-133.38,-21639.99,-128.05,USA,-157.28,9882.14,6,-13.29,-877.09,-54.78,-1964.34,9.78,3684.58,-458.82
441.84,-16710.06,-752.45,22833.42,683.4,-14.14,1953.98,8.77,-43.96,19.24,0,690.99,-490.74,-15.57,1.08,43.17,14.03,-22785.6,-885.5,Low,-266.1,142.46,0,-229.35,-27866.73,-62.72,USA,-179.85,6822.58,6,-48.85,-290.05,-66.27,-895.86,-1.24,4443.58,561.05
-586.52,-11796.39,-160.5,27252.84,505.26,-16.32,2308.92,12.68,-123.7,-47.36,4,1216.16,-615.36,-6.18,14.52,54.24,13.37,-19641.54,-524.32,Very high,-290.74,279.04,4.36,-250.26,-27631.59,-95.87,UK,-103.95,14395.42,12,1.11,-292.21,-49.2,-1111.92,2.44,3570.54,2404.8
