F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
2.854,1,-5067.84,-15.807,-5.1825,1,4.6548,-8.665,-19.502,3.0866,-2768.78,-1.8778,5.762458,-11738.34,23209.98,-0.4,103867.04,5.778,1271.42,-3584.28,-46.74,True
3.555,1,-5194.04,-12.1977,-6.708,1,4.8208,-6.195,-10.838,3.0903,-2634.8,-5.266,6.4715,-11812.17,25489.44,-0.4,103791.62,5.118,1488.65,-3483.08,,True
1.458,0,-6384.84,-11.4573,-7.353,1,4.9728,-5.086,-9.702,3.1628,-2479.3,-2.4526,5.76922,-11922.36,22318.14,-0.4,103979.06,3.0552,1474.96,-4786.28,,False
2.804,0,-7163.44,-12.573,-8.529,1,4.9584,-19.428,-1.9358,4.772,-2779.51,-1.8378,6.785,-11847.99,23231.34,-0.4,103854.18,2.538,798.82,-4153.36,-42.87,False
0.13915,0,-4713.84,-10.854,-6.9357,0,6.202,-20.122,-5.046,4.048,-2439.9,-4.08,5.85399,-9683.46,22819.74,-1.4,103920.38,5.052,1471.11,-3711.08,,False
0.294,0,-3899.84,-11.9937,-5.7525,1,4.6544,-17.479,-3.132,3.3598,-2991.7,-3.612,6.3819,-9563.16,25463.94,-0.4,103842.99,3.1448,1521,-3678.08,-47.82,True
0.15391,1,-4970.24,-13.2066,-5.2737,0,4.1444,-11.578,-15.508,3.0898,-2616.6,-2.5142,7.286,-7403.76,30626.64,-1.4,103859.8,3.7766,1694.42,-6699.48,,True
0.5702,1,-5767.04,-11.343,-7.377,0,6.104,-6.575,-17.186,5.744,-1911.6,-1.9304,6.4565,-12045.06,23636.34,-0.4,103790.94,3.3746,1470.88,-4338.654,-48.15,True
2.397,0,-5812.44,-13.95,-4.7259,1,6.382,-18.282,-3.34,4.534,-2774.27,-3.996,8.9,-11579.49,22957.86,-0.4,104111.86,2.6308,1536.814,-4360.288,-39.69,False
1.793,0,-5823.24,-12.2487,-6.0891,1,4.1216,-19.447,-36.06,3.2928,-2676.3,-2.6552,5.78647,-11764.35,30536.64,-1.4,103548.86,3.003,1531.6442,-5030.28,-48.06,True
0.1122,0,-8213.44,-20.934,-8.304,0,8.132,-16.502,-19.216,4.756,-2802.73,-2.684,5.765566,-20276.76,22885.11,-1.4,103849.51,2.358,1334.52,-4023.68,,False
1.782,0,-6625.24,-23.691,-5.9004,0,4.6934,-14.2837,-2.15,4.894,-2816.43,-4.15,6.5368,-11651.34,21163.74,-1.4,103852.02,2.5272,1513.86,-4277.34,-43.23,False
1.316,1,-4756.682,-13.3272,-4.6848,1,4.03016,-15.15,-13.768,4.77,-2784.76,-2.6138,5.8915,-11792.31,30194.64,-0.4,103877.04,8.406,1301.22,-3926.08,-43.41,False
1.223,0,-4315.24,-11.0295,-4.3341,1,6.884,-23.888,-7.444,3.5665,-3040.6,-1.7616,5.9459,-11563.29,23826.54,-1.4,103750.22,2.2704,1286.12,-4151.64,,False
1.914,1,-8051.44,-12.7974,-5.0961,0,5.694,-13.0588,-17.816,3.0683,-2591.2,-4.36,5.78133,-11381.01,23680.14,-1.4,103830.52,2.15492,1581.93,-6171.68,,True
1.197,1,-7097.44,-10.7226,-7.26,0,8.834,-15.851,-6.184,5.415,-1191.3,-1.9484,5.77483,-11871.03,23175.066,-0.4,103962.06,2.5574,1319.82,-4279.28,-39.99,False
1.796,1,-4674.36,-17.577,-4.404,0,6.104,-25.32,-49.64,3.5651,-2772.2,-1.821,7.828,-11492.76,23674.44,-1.4,103811.96,6.328,997.52,-3093.88,,True
0.2173,0,-4888.82,-12.5826,-6.2025,0,7.358,-10.71,-3.718,4.476,-2891.27,-3.1932,5.77186,-11310.36,23015.76,-1.4,103994.02,5.92,1544.48,-4456.16,,False
0.6777,0,-5105.84,-10.9494,-7.956,0,4.9208,-13.5149,-60.28,3.3057,-2780.61,-3.5256,5.7608949,-12099.66,24536.94,-1.4,103817.7,3.053,1438.05,-3122.88,,True
0.5163,1,-6899.44,-11.001,-7.611,0,5.6468,-13.1589,-31.92,3.1245,-2977.4,-5.71,6.0086,-12374.16,24125.94,-0.4,103827.7,2.2397,1491.62,-2649.28,-43.62,True
0.163,0,-4904.22,-11.5521,-6.2991,0,8.52,5.03,-7.802,4.443,-2485.9,-3.1644,6.2159,-9074.16,23128.83,-1.4,103848.9,2.7428,1502.87,-4089.88,-42.54,False
1.351,0,-4861.06,-15.042,-7.065,0,6.826,-18.204,-68.72,4.828,-2918.88,-1.774,6.0928,-11620.638,22774.14,-0.4,103560.26,6.166,1486.81,-4416.24,,False
0.4797,1,-4955.04,-11.5296,-5.1321,1,4.0674,-22.116,-22.28,3.7607,-2536,-3.942,6.1567,-12232.26,32300.64,-1.4,103851.05,7.558,1539.786,-4726.88,,True
1.207,0,-15323.44,-12.4089,-6.3267,0,6.234,-26.21,-2.144,3.8736,-2622,-2.8124,7.324,-12118.26,22698.84,-1.4,103853.13,2.1617,1331.32,-3661.08,,False
1.586,0,-4705.16,-12.0456,-5.2032,0,4.8588,-1.41,-64.1,3.4999,-2878.33,-2.8802,5.761274,-11516.07,24560.64,-1.4,103816.88,9.012,1469.05,-3743.88,,False
1.478,0,-4855.52,-14.124,-4.9167,1,4.2202,-18.583,-22.6,4.471,-2740.07,-2.6546,5.761378,-11722.95,25355.34,-1.4,103881.8,8.44,1454.35,-4203.92,-42.42,True
0.2695,1,-6230.04,-18.09,-4.9437,1,5.693,-13.3552,-1.3576,3.3512,-2871.96,-2.9512,6.119,-11728.65,22736.64,-1.4,103817.98,2.21166,1470.9,-3874.48,,False
1.21,0,-4557.9,-14.373,-5.5431,0,4.2074,-15.983,-4.334,5.255,-2687.4,-2.854,6.5925,-11334.3,28367.64,-1.4,103783.54,4.294,1446.93,-4040.28,,True
1.0296,0,890.56,-10.9497,-6.4773,0,4.1392,-19.133,-11.01,5.068,-3298.4,-2.5984,5.765203,-11144.76,27308.64,-0.4,103863.96,2.14444,1569.03,-4345.244,,True
3.93,1,-4556.5,-11.667,-4.26564,0,4.3064,-12.542,-37.6,3.5382,-2912.15,-1.8946,5.765198,-11529.36,26309.64,-0.4,103831.27,6.14,1251.52,-3453.08,-47.22,True
0.3594,1,-4963.84,-11.1066,-4.9452,1,7.066,-18.52,-12.584,5.158,-3105.7,-2.6718,6.0833,-13020.66,23778.54,-1.4,103839.77,5.578,1448.11,-4389.36,,False
0.7904,1,-4914.46,-12.1779,-7.791,1,4.1114,-9.527,-19.928,3.7162,-2817.73,-2.9686,5.83256,-11543.61,26087.94,-1.4,103854.55,3.0728,1492.68,-4122.08,-47.04,True
0.3922,0,-2900.44,-10.67112,-5.8095,1,5.225,-6.528,-7.514,3.7304,-2614.9,-1.9818,6.158,-10482.36,24993.54,-0.4,103836.65,2.5016,1331.02,-3670.08,-48.51,True
2.89,0,-4757.342,-11.7891,-8.241,1,4.4642,-6.757,-27.04,3.1587,-2865.14,-4.928,5.77152,-11579.61,27293.64,-1.4,103845.63,4.064,1534.916,-4788.28,-45.36,True
0.4763,1,-5272.84,-16.599,-8.64,1,4.269,-8.392,-9.57,3.8308,-2888.76,-2.0648,6.782,-12431.46,27917.64,-1.4,103985.22,3.1518,1391.92,-4510.2,-41.28,False
0.6398,0,-4917.92,-19.443,-5.1336,0,4.9708,-17.844,-4.018,3.072,-2803.16,-3.0118,5.9437,-12321.06,25022.34,-0.4,103843.61,5.714,1393.82,-421.48,,True
1.0509,1,-5000.84,-13.866,-8.025,0,6.282,-10.284,-140.78,3.7804,-2850.16,-2.3484,5.79653,-11812.02,23907.24,-1.4,103822.86,4.456,1491.31,-4509.36,,False
0.6801,1,-1359.44,-11.3547,-4.0212,0,4.5324,0.14,-29.74,3.1369,-2755.88,-2.2878,5.77922,-11010.66,22959.87,-1.4,103896.08,2.19976,1397.22,-1051.48,,False
3.678,0,-4913.08,-13.3116,-4.8783,1,4.4146,-14.6574,-15.268,4.073,-2901.81,-2.5082,5.76672,-11700.18,21416.94,-1.4,103907.26,5.01,1324.22,-3924.88,,False
0.3841,1,-4764.482,-10.8126,-7.119,1,4.16,-16.266,-62.38,3.4353,-2083.1,-2.1474,6.6722,-10766.16,23227.62,-0.4,103839.58,4.382,1471.55,-3658.28,,True
0.389,0,-5053.44,-11.0484,-5.6715,0,6.28,-4.255,-19.314,3.7189,-2074.9,-1.9476,6.0942,-12555.66,23756.94,-1.4,103866.53,5.098,1244.82,-4018.68,,True
0.1399,1,-14219.44,-11.1501,-4.7358,0,4.421,-27.87,-20.46,3.7215,-1898.2,-5.966,5.83496,-19355.76,26129.04,-0.4,103878.1,2.22376,1508.12,-4319,-43.59,True
1.994,1,-6198.84,-12.324,-8.31,1,4.872,-14.6568,-30.2,6.555,-2582.4,-4.118,5.77002,-11498.85,23204.79,-0.4,103843.99,2.4206,1551.12,-4353.808,-48.27,True
1.689,1,-4757.618,-10.7928,-6.993,0,4.3542,-12.832,-7.798,3.4386,-1766.3,-4.42,5.771,-11353.2,19655.64,-1.4,103628.86,4.722,1521.04,-3371.28,-45.87,True
1.366,1,-3422.84,-11.6577,-7.53,1,5.5034,-18.205,-15.268,5.192,-2909.56,-1.9652,5.80673,-11353.47,24187.74,-0.4,103820.86,2.6038,1339.42,-4148.28,,False
2.682,1,-5307.24,-15.774,-4.24992,0,4.3964,-16.803,-86.62,3.5572,-2705.8,-2.1474,5.9011,-11795.16,25620.24,-1.4,103881.58,4.578,1348.92,-4080.08,,True
1.207,0,-8073.44,-11.5707,-4.12725,1,7.316,-10.645,-35.2,5.266,-2499.8,-3.3314,6.2186,-11902.74,22843.74,-0.4,103835.8,2.2644,1391.72,-4008.08,-40.83,False
0.2207,0,-4622.16,-11.8392,-5.0613,1,5.4,-18.281,-10.566,3.971,-2976.4,-4.146,5.9051,-8546.76,23048.91,-0.4,103917.66,6.858,1530.138,-4108.28,-40.32,False
1.924,0,-4650.7,-11.0793,-7.386,1,4.2272,-10.559,-11.044,4.278,-2301.4,-4.34,6.985,-11484.6,27887.64,-0.4,103997.78,3.4346,1516.2,-4099.08,,True
1.831,0,-5087.84,-10.60605,-6.3429,1,5.2406,-13.1918,-24.38,5.13,192.7,-6.656,5.9061,-11395.89,23910.84,-1.4,104339.46,3.1978,1552.71,-4392.22,,True
3.212,0,-9747.44,-11.9121,-4.1793,0,6.658,-10.965,-0.26816,3.3099,-3064.7,-2.6426,5.9533,-11759.16,23978.04,-1.4,103982.46,2.18796,1460.05,-4914.88,,True
0.7757,1,-4778.84,-12.282,-5.4468,1,4.8698,-26.82,-16.79,3.963,-2680.4,-2.9872,6.4951,-11792.4,25257.24,-0.4,103857.73,2.7368,1395.42,-3698.28,-48.57,True
0.3892,1,-4932.9,-11.2383,-7.842,0,5.5078,-10.787,-3.156,3.2125,-2951.2,-2.9298,6.4933,-11848.68,23300.19,-1.4,103797.34,5.7,1536.47,-5103.08,,False
0.8475,1,-5015.04,-14.316,-5.9871,1,4.9082,-15.264,-4.672,3.1242,-2809.55,-1.65552,6.902,-12001.86,24441.54,-0.4,103671.78,3.6134,-114.08,-1667.48,,False
0.406,0,-6225.64,-12.3105,-5.2971,1,5.244,-19.691,-19.02,4.424,-2931.94,-2.443,5.78579,-10934.46,22761.84,-1.4,103840.96,2.1709,1580.87,-4439.92,-41.7,False
0.647,0,-4691.74,-15.615,-4.11255,1,5.892,-13.7005,-31.68,3.2273,-2852.47,-3.854,5.9945,-11162.46,23880.24,-0.4,103438.66,3.314,1551.42,-4758.48,-43.86,True
2.396,1,-7105.44,-13.575,-11.505,1,7.792,-8.115,-79.1,3.2632,-2732,-4.324,5.84098,-11639.082,23058.93,-1.4,104104.46,2.23924,1486.05,-2833.08,-44.34,True
0.7646,0,-4897.38,-11.3511,-7.272,0,4.8486,-12.233,-2.358,4.443,-3116.6,-6.686,5.77758,-11613.882,22313.64,-0.4,103814.56,5.09,1528.612,-4398.42,-40.38,False
0.7555,0,-3643.44,-15.249,-4.3014,1,5.866,-9.424,-45.32,3.2689,-2857.73,-7.388,6.4457,-11284.26,23037.36,-0.4,103858.68,2.2644,1518.07,-3126.08,-45.09,False
1.236,1,-4671.56,-14.553,-4.25589,0,3.99012,-16.678,-20.36,3.2331,-2831.643,-2.5096,5.79053,-11393.31,37409.64,-0.4,103798.56,4.608,1549.25,-4297.6,,True
0.4188,0,-4549.76,-12.4752,-4.866,0,4.2232,-4.883,-1.2124,3.088,-2973.6,-4.216,6.6753,-10140.66,22394.64,-1.4,104003,5.136,1541.014,-3336.68,,False
0.1787,0,-4797.6,-11.8206,-12.822,1,5.6666,-17.444,-18.324,5.711,-2323.5,-2.4984,5.9039,-6836.76,22005.54,-0.4,103855.2,2.846,1523.228,-4149.88,-43.11,False
0.79,1,-9775.44,-13.3308,-6.4656,0,5.978,-20.602,-21.96,4.319,-2737.72,-3.4254,5.766452,-11371.23,23026.65,-1.4,103902.66,2.14974,1553.2,-4387.88,,True
0.2852,0,-7505.44,-11.1945,-11.418,1,5.1996,-9.143,-23.98,3.1947,-3046.6,-2.0098,6.6105,-13892.46,22936.47,-0.4,102138.26,2.3248,1046.62,-2621.08,,False
1.433,0,-7657.44,-14.166,-4.5399,0,7.608,-10.611,-11.274,5.232,-2735.4,-4.01,5.79194,-11815.77,23059.38,-0.4,103992.8,2.3534,1472.84,-4177.82,-39.06,False
0.11515,1,-4759.748,-11.3868,-5.0214,0,7.438,-11.07,-42.5,3.0558,-2721.9,-7.152,5.84022,-1190.76,23078.67,-0.4,104041.62,3.6542,1559.66,-6893.48,-40.2,False
0.11567,1,-4316.24,-15.273,-5.0358,0,5.6648,-18.723,-20.34,3.1329,-2871.56,-4.552,5.761826,-7247.76,24038.64,-1.4,103796,2.979,1518.28,-3269.68,,False
1.791,1,-5103.24,-12.3246,-13.563,1,5.625,-11.574,-3.828,3.3752,-2514.9,-2.4666,6.2362,-11825.16,24152.94,-1.4,103888.14,4.526,1351.12,-3298.28,-51.12,True
3.552,0,-8193.44,-14.838,-6.4179,1,8.618,-12.348,-23.88,3.6702,-2721.8,-2.0122,8.14,-11712.36,23115.3,-1.4,103908.48,2.3688,1246.62,-3884.28,-46.92,True
0.6648,0,-5137.64,-11.8623,-6.3135,1,4.1888,-15.604,-13.94,3.5978,-2492,-2.3412,5.764317,-12457.86,21788.64,-1.4,103842.38,5.774,1331.82,-3874.28,,True
0.3341,0,-6771.44,-12.825,-4.5429,0,5.1516,-13.1626,-2.058,3.8439,-2602.6,-6.846,5.767143,-13109.76,23135.7,-1.4,103814.7,2.8038,1518.23,-4312.78,-45.81,False
0.6806,1,-5029.84,-11.364,-11.388,1,4.8474,-5.609,-24.04,4.538,-2966.1,-1.71818,5.9932,-12027.06,24633.54,-1.4,103853.01,2.9346,606.22,-4133.88,,False
0.2513,1,-7651.44,-18.429,-9.003,1,4.2922,-9.581,-6.088,3.187,-2774.62,-2.973,5.76201,-15242.76,20658.24,-1.4,103937.3,2.5818,1351.02,-1899.48,,True
1.697,0,-4742.39,-14.529,-6.1485,0,6.146,-10.056,-2.926,3.1614,-2878.15,-2.238,6.2732,-11536.89,22890.93,-1.4,103989.42,5.464,1420.22,-2958.08,-44.22,False
1.648,1,-3964.64,-10.7037,-4.6869,1,6.746,-12.539,-11.306,3.4936,-3080.3,-8.11,5.9253,-11368.17,23743.14,-0.4,103827.96,3.2576,1515.06,-3221.28,-44.01,False
0.7448,0,-4864.98,-11.751,-8.919,0,6.28,-12.845,-11.834,5.419,-2478.8,-3.4606,5.767916,-11055.36,23114.25,-0.4,103906.64,6.138,1591.98,-4416.86,,False
0.14098,0,-4907.58,-10.55253,-6.1671,0,6.946,-22.635,-43.6,3.5148,-3004.8,-2.0494,8.335,-13184.46,23710.44,-0.4,103938.54,4.916,1448.06,-4418.9,,True
1.0104,0,-4730.03,-16.098,-6.2007,1,4.6208,-6.929,-9.18,4.874,-2847.139,-2.135,5.83639,-11296.86,26363.64,-0.4,104024.8,9.388,1674.02,-4482.8,-52.98,True
0.3889,0,-5030.04,-11.964,-5.412,0,4.122,-1.79,-23.04,3.1961,-2976.9,-1.9556,6.5612,-12325.86,19799.64,-1.4,103698.52,3.362,1075.62,-2441.68,,False
1.301,1,-4830.32,-15.714,-5.0376,0,10.552,-20.002,-2.764,3.03475,-2829.988,-2.37,6.0706,-11498.97,23606.34,-0.4,103902.94,3.5846,1606.28,-7415.48,-45.84,True
0.4945,1,-5263.44,-12.1425,-7.26,1,4.4012,-11.655,-19.108,3.6918,-2590.4,-4.7,6.5804,-12663.36,22346.94,-1.4,103814.6,4.884,1496.3,-4166.6,-47.67,True
1.156,0,-9429.44,-12.1503,-6.573,1,8.82,-10.341,-31.72,4.307,-2480.5,-2.4636,6.1077,-11799.93,23109.75,-1.4,103786.42,2.3368,1521.03,-4387.34,-47.25,True
1.212,1,-5027.44,-11.7435,-4.6308,0,7.722,-17.179,-114.9,3.00299,-2246.5,-2.8036,8.357,-11480.55,22893.66,-1.4,103905.02,4.706,1508.18,2170.52,-44.1,True
2.863,0,-6733.84,-10.8309,-4.197,1,6.552,-22.021,-34.86,5.31,-3459.2,-3.3224,5.82998,-11744.43,22438.14,-0.4,103895.4,2.3038,1394.12,-4093.68,,False
1.706,0,-6151.24,-11.8149,-5.7192,1,7.322,-20.129,-0.7622,7.052,-3051.6,-6.876,8.248,-11781.69,22686.54,-1.4,103898.84,2.3122,1490.73,-4216.02,,False
0.4343,0,-4923.28,-10.53819,-7.263,0,4.5244,-15.399,-163.68,4.605,-3145,-2.1026,5.78628,-12120.66,23541.84,-0.4,103828.74,4.374,1284.52,-4156.72,-44.43,False
0.13507,1,-5851.04,-13.2555,-6.4839,0,4.4154,-14.7458,-11.722,5.18,-2853.79,-1.65566,5.82203,-14290.56,22830.54,-1.4,103808.04,2.7898,1104.72,-4372.2,,False
1.617,1,-5062.04,-13.3746,-4.18164,0,4.075,-21.371,-67.8,3.266,-2689.1,-3.0756,5.7600322,-11448.51,29528.64,-0.4,103881.54,3.243,1584.89,-4804.88,-47.55,True
0.4539,0,-5044.64,-19.242,-10.266,1,7.152,-6.344,-7.064,4.377,-2771.99,-4.568,5.80458,-13302.36,23756.94,-0.4,103553.86,6.57,1463.51,-4092.28,,True
0.2156,0,-4813.26,-11.3616,-6.0984,1,4.1156,-18.448,-21.58,3.6002,-2167.5,-2.2534,6.1804,-13386.96,31943.64,-1.4,103815.5,11.17,1282.32,-3505.48,,True
0.9146,0,-6337.04,-13.689,-5.2812,0,4.2588,-17.9,-6.51,4.216,-2582.1,-3.0076,6.0442,-11705.79,23572.44,-0.4,103871.44,2.847,1542.46,-4365.758,,False
3.26,0,-5243.24,-13.728,-7.161,0,7.012,-19.996,-2.976,3.2889,-2880.56,-4.542,5.981,-11595,23688.84,-1.4,103879.56,2.7036,1551.37,-5312.28,,True
1.129,0,-4746.6086,-11.3046,-4.10208,0,4.8522,-7.095,-7.824,3.5784,-3227.6,-3.58,5.873,-11503.98,24068.94,-1.4,103850.42,3.543,1534.618,-4536.28,-43.35,True
0.5588,1,-5999.84,-18.837,-5.2437,0,4.1988,-13.7525,-3.614,4.13,-2845.91,-2.9888,5.79114,-12764.76,22522.74,-1.4,103846.04,2.8066,1374.22,-4009.88,,False
3.565,0,-4850.02,-19.974,-5.0079,1,6.026,-11.459,-11.53,3.2049,-2773.04,-6.924,5.8666,-11562.87,22981.95,-0.4,103853.07,4.872,1517.39,-2321.48,-42.12,False
0.9342,1,-4968.84,-10.9371,-6.2178,1,4.01962,-16.911,-24.38,3.6775,-2989.3,-3.4564,5.79851,-11710.53,23313.84,-1.4,104001.34,4.804,1519.73,-4453.9,-43.92,False
3.038,0,-6556.44,-10.8924,-6.9255,0,4.0448,-12.731,-19.876,5.993,-1854.7,-3.3004,5.78981,-11717.97,30854.64,-0.4,103790.74,2.6956,1511.68,-4374.02,,False
0.4235,0,-5705.24,-11.9406,-7.476,0,5.4542,-14.274,-52.88,3.4399,-2550.7,-1.808,5.78071,-13952.76,24311.94,-1.4,103852.86,3.65,617.32,-3619.08,,True
0.4302,0,-5220.04,-11.1768,-8.844,1,4.6544,-16.965,-33.94,3.5407,-2974,-5.312,5.79807,-13345.26,25671.84,-1.4,103969.5,4.544,1499.64,-4549.82,-43.29,False
0.7434,1,-4760.866,-13.773,-5.1294,1,3.95082,-16.516,-1.551,3.0868,-2645.9,-1.8784,5.82423,-10967.16,15818.64,-1.4,103822.62,6.328,1488.81,-1025.48,,True
0.3065,1,-4743.616,-18,-4.04991,1,5.8302,-6.515,-8.608,3.2518,-2793.18,-2.8614,5.79581,-10678.86,24026.34,-1.4,103740.42,3.2602,1518.82,-3669.08,-44.25,True
0.13443,1,-4777.48,-16.206,-7.506,1,10.91,-15.217,-70.12,3.5864,-2840.977,-7.44,6.5521,-13994.76,23352.33,-1.4,103838.8,5.136,1500.27,-3539.08,,False
3.881,1,-5078.24,-12.5232,-8.409,0,5.3606,-12.538,-3.906,3.642,-2611.9,-8.984,6.39,-11558.58,23029.92,-1.4,103859.31,2.5666,1523.705,-3715.48,-49.02,True
1.0595,0,-5651.44,-13.65,-6.5757,1,12.004,-10.627,-4.946,3.8333,-2847.247,-2.1108,5.8799,-11874.72,23379.06,-0.4,103828.04,2.7944,1432.71,-4439.76,,True
0.8904,1,-3825.84,-11.118,-4.05222,0,8.17,-18.326,-5.65,3.4807,-2734.7,-2.076,5.83461,-11220.96,23017.95,-1.4,103803.24,2.4424,1347.02,-3256.48,-42.09,False
1.803,1,-4226.64,-12.1152,-4.7316,1,3.94542,-4.59,-48.52,3.02541,-2903.25,-2.3098,5.85811,-11331.3,23566.44,-0.4,103881.22,3.412,1484.2,974.52,-44.1,False
0.9375,1,-5244.04,-11.1609,-9.147,1,4.5766,-11.519,-28.38,4.546,-2115.2,-3.1854,6.0562,-12105.06,25516.14,-1.4,103718.96,4.804,1491.4,-4368.668,,True
0.2182,0,-4565.92,-18.444,-5.1072,1,5.0304,-17.984,-11.34,4.219,-2840.941,-3.1652,6.5757,-8207.76,22938.09,-1.4,103758.32,2.9044,1601.01,-4471.62,-43.5,False
0.94,0,-5987.84,-11.3301,-4.7973,1,5.0816,-18.593,-7.124,4.28,-2632.5,-2.025,5.84309,-12516.36,22160.34,-0.4,103794.88,3.8518,1353.22,-4547.78,-43.89,False
0.5039,0,-4028.24,-12.0051,-4.14225,1,4.6702,-9.219,-12.834,3.8982,-2519.4,-6.138,6.949,-10785.96,25527.84,-1.4,103652.8,2.465,1523.508,-3895.28,,True
1.091,0,-4948.24,-14.508,-4.7775,0,4.465,-12.404,-0.355,3.209,-2824.07,-5.212,5.7600067,-11545.62,25245.24,-1.4,103931.62,2.8162,1522.685,-3968.88,,True
0.8035,1,-4592.56,-14.319,-5.0697,0,5.742,-13.97668,-10.856,3.2093,-2706,-2.8234,6.0401,-11018.16,24419.34,-0.4,103773.66,5.158,1511,-2669.68,-46.53,True
0.2892,1,-4731.126,-15.666,-5.0472,0,10.18,-16.706,-14.324,3.627,-2845.007,-3.936,5.78185,-9475.56,23088.18,-0.4,103741.1,5.536,1575.54,-4582.68,-45.51,False
3.89,1,-4846.48,-11.9868,-5.4528,0,9.474,-11.244,-9.618,3.1426,-2558.3,-2.833,6.6507,-11533.47,23513.64,-0.4,103911.32,4.41,1604.25,-5140.28,,True
0.15356,0,-5594.24,-10.54329,-12.609,0,4.5446,-8.339,-3.838,4.041,1545.7,-1.6817,6.2066,-19868.76,21696.24,-1.4,103925.82,4.332,-139.08,-3912.88,,False
4.27,1,-5757.84,-11.0802,-7.059,1,6.882,-15.704,-5.204,4.467,-2994.1,-2.632,5.78422,-11733.27,22943.97,-1.4,104032.02,3.4716,1482.68,-4512.5,,False
0.2726,0,-5355.24,-11.5374,-7.272,1,4.2956,-21.391,-37.1,3.6441,-3086.7,-3.3288,5.9565,-14520.66,19118.64,-1.4,103869.75,3.512,1367.32,-3475.48,-42.51,False
0.6717,0,-6218.44,-15.411,-9.138,1,4.00008,-10.317,-1.8548,3.1112,-2707.2,-5.768,5.82348,-12156.96,23360.16,-1.4,103870.8,3.0084,1515.46,-3741.48,,True
1.713,0,-4951.24,-10.7862,-6.0387,0,4.1756,-14.7432,-9.204,4.129,-1397.3,-1.66696,5.82089,-11862.3,28091.64,-1.4,103872.42,8.204,821.02,-4273.38,-46.26,True
0.459,1,-5038.84,-17.652,-5.7096,1,5.5316,1.86,-21.38,3.3088,-2852.36,-7.838,5.77372,-12171.36,24024.24,-1.4,103806.6,2.648,1504.95,-3252.48,-43.77,False
0.5977,0,-4810.46,-14.532,-7.335,0,6.518,-11.24,-4.93,3.1587,-2890.77,-3.4388,5.82463,-11331.09,22858.74,-1.4,103913.62,6.328,1539.364,-4707.88,,False
2.218,0,-4817.24,-11.5896,-4.03638,0,5.3792,-5.651,-28.26,4.492,-2948.3,-2.6302,5.9523,-11501.13,22773.24,-1.4,103704.02,5.508,1585.31,-4457.28,,False
3.891,1,-5209.44,-12.2862,-5.6679,0,4.6664,-18.731,-31.32,4.112,-2571.1,-1.769,5.78753,-11610.249,23485.74,-0.4,103820.84,3.4692,1390.32,-4198.64,-46.35,False
1.47,1,-6883.44,-13.872,-7.662,0,7.434,-9.3,-15.58,3.2577,-2734.6,-2.6886,5.8786,-12006.96,23041.29,-1.4,104021.12,2.9336,1501.48,-5212.28,-45.24,True
1.936,0,-4920,-14.265,-8.178,0,4.2676,-11.805,-5.084,5.376,-2712,-2.3454,5.7602695,-11414.25,21951.84,-0.4,103864.92,2.2074,1504.92,-4187.42,-43.35,False
0.2422,0,-5523.44,-21.153,-9.813,0,8.724,-13.7468,-111.42,4.873,-2794.17,-2.5122,7.742,-12540.06,23212.65,-1.4,103882,3.6926,1556.79,-4460.48,-48.54,False
0.3013,0,-4153.04,-10.8582,-7.227,1,7.792,-11.55,-6.476,5.623,-2847.53,-3.361,5.768163,-9452.16,23149.152,-0.4,103861.7,2.4172,1579.77,-4373.74,,False
1.883,1,-5197.44,-12.2865,-5.8701,1,7.414,-17.051,-11.13,3.2253,-2821.89,-9.714,6.3414,-11806.41,23683.14,-0.4,103872.38,2.6784,1504.97,-2402.48,-44.04,False
2.037,1,-4558.42,-10.8078,-4.5822,0,4.7682,-11.274,-49.32,4.265,-2508.1,-4.362,6.027,-11566.38,24213.54,-1.4,103691.12,3.053,1483.25,-3922.68,-49.08,True
1.886,1,-11473.44,-11.6415,-4.938,0,4.7246,-6.301,-8.746,3.00724,-2421.5,-2.6738,5.77465,-11835.12,22677.84,-0.4,103744.7,2.19976,1356.82,5252.52,,False
0.7687,0,-4937.66,-11.3337,-7.515,0,10.95,-8.508,-5.294,5.728,-2911.6,-4.19,6.0292,-12150.96,23165.253,-0.4,103832.36,8.264,1514.35,-4421.86,,False
0.4337,0,-4819.44,-12.5187,-4.4637,1,6.39,-15.282,-56.42,3.7173,-2919.9,-4.938,5.83857,-10633.86,22665.24,-0.4,103730.6,4.466,1558.46,-4625.28,,False
0.2016,0,-5019.84,-14.409,-6.0705,0,6.076,-14.6347,-4.214,3.0633,-2854.97,-3.0442,6.4539,-13993.86,23972.94,-0.4,103898.84,3.2488,1405.32,-847.48,-46.83,True
1.168,1,-5415.84,-10.57149,-5.262,1,4.0868,-16.564,-34.66,4.32,-3298.7,-1.6951,7.091,-11831.31,30485.64,-0.4,103926.04,2.917,1154.62,-4401.92,,False
0.3626,0,-3358.64,-14.796,-6.7791,0,7.896,-21.913,-9.876,5.12,-2879.69,-3.1944,5.9735,-9382.86,23129.91,-0.4,103857.85,2.6794,1546.54,-4227.36,-46.56,False
0.9968,0,-6161.04,-10.752,-9.786,0,4.157,-24.03,-72.46,3.1986,-1760.3,-3.618,5.77301,-11822.49,22895.88,-1.4,104063.46,2.6582,1483.54,-3267.08,,False
